"","X","id","id_str","user.screen_name","created_at","place.country","place.full_name","favorite_count","text","origin","date","date2"
"76111",76111,6,753761069584228352,"CharmnCharliee","Fri Jul 15 01:20:17 +0000 2016","","",0,"RT @___saloneBwoy: #BlackLivesMatter  Racist?? This man just spoke truth that most white people will deny. #CNN https://t.co/ZloFcFIz2G",6,2016-07-15 01:20:17,2016-07-15
"78392",78392,6,752155867995205632,"Mrs_Drizzt","Sun Jul 10 15:01:47 +0000 2016","","",0,"The size of this London crowd! https://t.co/twzvhVmFwG",6,2016-07-10 15:01:47,2016-07-10
"70341",70341,5,751069786768113664,"Audre_DBAer","Thu Jul 07 15:06:06 +0000 2016","","",0,"RT @Blayofficial: These killings need to stop. #AltonSterling #BlackLivesMatter 🙏🏾😞 https://t.co/c5nm1LI1pZ",5,2016-07-07 15:06:06,2016-07-07
"13278",13278,1,546442345982345216,"theGOAPT","Sat Dec 20 23:09:42 +0000 2014","","",0,"RT @ABC7NY: NYPD looking into whether Instagram post was made by police shooting suspect http://t.co/UEGBFYY5EH http://t.co/ImzN31xB9l",1,2014-12-20 23:09:42,2014-12-20
"5975",5975,1,699621400697372672,"BIackLiesMatter","Tue Feb 16 15:48:34 +0000 2016","","",0,"#BlackLivesMatter The most deceitful photo ever   -- black mob violence at a movie theater in... https://t.co/CPfJQVZtde #BlackLiesMatter",1,2016-02-16 15:48:34,2016-02-16
"70277",70277,5,720172912066502656,"abs_tellthetale","Wed Apr 13 08:52:57 +0000 2016","","",0,"RT @gloed_up: A year without #FreddieGray. He died from neck injuries he sustained during an arrest. He was 25. #BLM https://t.co/d1WxZtfsBT",5,2016-04-13 08:52:57,2016-04-13
"64447",64447,5,733070697099100160,"BLang71","Wed May 18 23:04:08 +0000 2016","","",0,"RT @mc_morn: #BernieLostMe when he decided to cuck hard to #BlackLivesMatter https://t.co/GU05iVSfS3",5,2016-05-18 23:04:08,2016-05-18
"56606",56606,4,659414034416963584,"ChumaGault","Wed Oct 28 16:58:51 +0000 2015","","",0,"#ZacharyHammond #BlackLivesMatter https://t.co/Q1z0gbTGdG",4,2015-10-28 16:58:51,2015-10-28
"97421",97421,8,781962914848583680,"SiggonKristov","Fri Sep 30 21:04:21 +0000 2016","","",0,"RT @BlackToLive: This NEEDS to stop #BlackToLive #BlackLivesMatter https://t.co/aU3eKNytoh",8,2016-09-30 21:04:21,2016-09-30
"44749",44749,3,637764555742027776,"vistylez340","Sat Aug 29 23:11:33 +0000 2015","","",0,"RT @EAMarketing: #Nowplaying #BlacklivesMatter by @vistylez340 on @HITS1037 at the 8pm #POWERHOUR Stream here http://t.co/6ghKRmVpcA http:/…",3,2015-08-29 23:11:33,2015-08-29
"78037",78037,6,751862833709588480,"laurenvelazz","Sat Jul 09 19:37:23 +0000 2016","","",0,"RT @khloekardashian: Atlanta Creating history Powerful! #BlackLivesMatter #Atlantaprotest https://t.co/g5mPIDAnf1",6,2016-07-09 19:37:23,2016-07-09
"61764",61764,5,751225218580881408,"baozimins","Fri Jul 08 01:23:43 +0000 2016","","",0,"RT @seoparks: All these idols are praying for paris but can't even say #blacklivesmatter",5,2016-07-08 01:23:43,2016-07-08
"35999",35999,2,585902735062470656,"JoeLowndes","Wed Apr 08 20:31:12 +0000 2015","","",0,"Don't bet on conviction.Fantasies of Scott's aggression built into the video. #whitesupremacy #WalterScott  #BlackLivesMatter",2,2015-04-08 20:31:12,2015-04-08
"38259",38259,2,547129973023473664,"Shubblington","Mon Dec 22 20:42:05 +0000 2014","","",0,"RT @1001Leilah: Shoutout to @lushcosmetics ⛄️ #BlackLivesMatter #moa http://t.co/YlTlaiDPPe",2,2014-12-22 20:42:05,2014-12-22
"33022",33022,2,549723619669323776,"spysreni1976","Tue Dec 30 00:28:18 +0000 2014","","",0,"free download games 4mb games http://t.co/yh97icyReG #BlackLivesMatter",2,2014-12-30 00:28:18,2014-12-30
"31292",31292,2,557256189038583808,"iris_messenger","Mon Jan 19 19:20:03 +0000 2015","","",0,"#racist? #Vote4Mayor2015: RT DrLMPonte: “CRSchicago: #HandsUpDontShoot #AllLivesMatter #BlackLivesMatter #CRSMLK http://t.co/SUEdHO3bHk”",2,2015-01-19 19:20:03,2015-01-19
"83822",83822,7,778307305012023296,"princess_monaee","Tue Sep 20 18:58:16 +0000 2016","","",0,"RT @JesseBenn: I'm mildly surprised at just how uncomfortable my #BlackLivesMatter shirt seemed to make a few of my peers in today's first…",7,2016-09-20 18:58:16,2016-09-20
"55775",55775,3,641730272384393216,"SuprDuprSam","Wed Sep 09 21:49:54 +0000 2015","","",0,"RT @ComplexMag: James Blake tackled and handcuffed by NYPD officers who thought he was a suspect: http://t.co/L1Woda0iu9 http://t.co/k77g9h…",3,2015-09-09 21:49:54,2015-09-09
"29849",29849,2,593913555717648384,"anubidal","Thu Apr 30 23:03:20 +0000 2015","","",0,"RT @BaburRealer: #JusticeForRekiaBoyd  #BlackLivesMatter  NFL  We are still on the ground  NFL  Draft https://t.co/8zo9OKWt4E",2,2015-04-30 23:03:20,2015-04-30
"52173",52173,3,618305257114767360,"IllestMac_","Tue Jul 07 06:27:15 +0000 2015","","",0,"RT @GotNoChillChris: One of the greatest movies ever made man RT“@30SecondScene: #BlackLivesMatter http://t.co/AEagDl37uN”",3,2015-07-07 06:27:15,2015-07-07
"21236",21236,1,546442254529724416,"crustyrustyMAD","Sat Dec 20 23:09:20 +0000 2014","","",0,"RT @MaxBlumenthal: This appears the killer of the NYPD officers' final Instagram post - a vow to ""put wings on pigs"" #pt http://t.co/Ls7wPc…",1,2014-12-20 23:09:20,2014-12-20
"5593",5593,1,689137980418732032,"tigho","Mon Jan 18 17:31:12 +0000 2016","","",0,"Man Gets 150 Stitches After Being Slashed in Face on East 6th Street: NYPD https://t.co/jpu4U5EiKl",1,2016-01-18 17:31:12,2016-01-18
"98707",98707,8,782236125343588352,"companyrayj","Sat Oct 01 15:10:00 +0000 2016","","",0,"@aproposofzilch Be careful who you ""add"" to a list for posting on #BlackLivesMatter because you are on a few serious lists. Watch it.",8,2016-10-01 15:10:00,2016-10-01
"89275",89275,7,769700933018279936,"am0urdiam0nd","Sun Aug 28 00:59:37 +0000 2016","","",0,"RT @nd_luvss: I know she's late and all.. But my mom has straight bars 🔥💯 #Sogonechallenge #BlackLivesMatter https://t.co/QuezStoo6a",7,2016-08-28 00:59:37,2016-08-28
"50840",50840,3,601553036155039744,"_10k__","Fri May 22 00:59:54 +0000 2015","","",0,"RT @215mir__: #BlackLivesMatter #WHAT DO THESE COPS WANT 💯AHHH LETS FUCKKIN GOO ❗️❗️❗️❗️s/o to #Baltimore ❗️❗️😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂#RT http://…",3,2015-05-22 00:59:54,2015-05-22
"85369",85369,7,777366658805555200,"psuflyers24","Sun Sep 18 04:40:28 +0000 2016","","",0,"RT @CNN: JUST IN: The NYPD is responding to an explosion at 23rd Street and 6th Avenue in New York City.  The cause of the explosion is not…",7,2016-09-18 04:40:28,2016-09-18
"25500",25500,2,547165651211911168,"bigbrownrecline","Mon Dec 22 23:03:51 +0000 2014","","",0,"Watch:  Neighbors React to NYPD Officer Gunned-Down in Line of Duty - http://t.co/0gIiqjmCSg",2,2014-12-22 23:03:51,2014-12-22
"66628",66628,5,751192963733086208,"noelongoria07","Thu Jul 07 23:15:33 +0000 2016","","",0,"Racist America strikes again. #BlackLivesMatter",5,2016-07-07 23:15:33,2016-07-07
"72790",72790,6,752004969516204032,"cassidyphoenyx","Sun Jul 10 05:02:10 +0000 2016","","",0,"RT @MisterMetokur: #Blacklivesmatter protestors are throwing more fireworks at police. https://t.co/RFhSRWxeaX",6,2016-07-10 05:02:10,2016-07-10
"38580",38580,2,551942419244388352,"California_agen","Mon Jan 05 03:25:01 +0000 2015","","",0,"As NYPD mourns Wenjian Liu, some officers again turn backs on mayor http://t.co/gIECyBSeHv #california",2,2015-01-05 03:25:01,2015-01-05
"58074",58074,4,653055645776678912,"MaxHPF","Sun Oct 11 03:52:53 +0000 2015","","",0,"RT @revivalfield: If you are silent you are part of the problem #blacklivesmatter #mizzou",4,2015-10-11 03:52:53,2015-10-11
"16396",16396,1,545731393402445824,"Teckk_9","Fri Dec 19 00:04:38 +0000 2014","","",0,"RT @danbowensfox5: NYPD says #BOBBYSHMURDA part of GS9 crips- responsible for 24 shootings in Brooklyn. As a rapper Shmurda been on #fallon…",1,2014-12-19 00:04:38,2014-12-19
"26307",26307,2,562715360689127424,"hmds0108","Tue Feb 03 20:52:51 +0000 2015","","",0,"RT @RockNHot1: @SenRandPaul @seanhannity New York Measles Outbreak 90% Vaccinated: http://t.co/upPYMa9ElJ @YouTube #cdcwhistleblower #black…",2,2015-02-03 20:52:51,2015-02-03
"17307",17307,1,540774646917103616,"frankiecrisp1","Fri Dec 05 07:48:17 +0000 2014","","",0,"RT @jfolantine: @araesincanegig @jojokejohn @mennakenndall @ronaprea  🎶 🎤 Thank you. #BlackLivesMatter http://t.co/MSC4InhZWP",1,2014-12-05 07:48:17,2014-12-05
"38740",38740,2,592510966341898240,"jabrilfaraj","Mon Apr 27 02:09:57 +0000 2015","","",0,"RT @Jason_Pollock: Powerful image going viral now. This isn't the 1960's. It's Baltimore, April 2015. #BlackLivesMatter #Every28Hrs http://…",2,2015-04-27 02:09:57,2015-04-27
"32140",32140,2,594660652746199040,"MadisonStelmach","Sun May 03 00:32:02 +0000 2015","","",0,"RT @Bipartisanism: This is not just about #FreddieGray. It's about #TamirRice, #EricGarner, MikeBrown, and others. #BaltimoreUprising. http…",2,2015-05-03 00:32:02,2015-05-03
"63161",63161,5,726523081955504128,"bantzMAGA","Sat Apr 30 21:26:15 +0000 2016","","",0,"#BlackLivesMatter #BlackTwitter #BLM  https://t.co/yoiw7fPqkj",5,2016-04-30 21:26:15,2016-04-30
"59150",59150,5,751200390931107840,"MattGinn00","Thu Jul 07 23:45:04 +0000 2016","","",0,"What problems? The only problems is the #blacklivesmatter propogating hate&amp; fear mongering with nothing but paranoia https://t.co/z5AarpZvFD",5,2016-07-07 23:45:04,2016-07-07
"31173",31173,2,583995917252091904,"Wayne_Harris7","Fri Apr 03 14:14:11 +0000 2015","","",0,"😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 #lmfao #rotfl #lordhelpme #icantbreathe… http://t.co/Ai8JFUxKlN",2,2015-04-03 14:14:11,2015-04-03
"82735",82735,6,754100532889788416,"AshleyRiegle","Fri Jul 15 23:49:12 +0000 2016","","",0,"Filming on a rooftop in #DTLA w/ @prophetsofrage. Coming soon on @Nightline #BlackLivesMatter #RockInTheStreets https://t.co/GSZAJYAbGh",6,2016-07-15 23:49:12,2016-07-15
"41745",41745,3,626610802561273856,"TomthunkitsMind","Thu Jul 30 04:30:31 +0000 2015","","",0,"White Supervisor Hangs Black Slave Doll With A Plastic Bag Noose. #BlackLivesMatter #SandraBland http://t.co/EuNuwJx3b4",3,2015-07-30 04:30:31,2015-07-30
"54332",54332,3,602591677635698688,"KevinCarson1","Sun May 24 21:47:06 +0000 2015","","",0,"RT @Bipartisanism: #JoshDuggar is a perfect example of #CrimingWhileWhite. #BreloTrial http://t.co/kzo8TzIdap",3,2015-05-24 21:47:06,2015-05-24
"99611",99611,8,787484831680634880,"ErikZeusDenver","Sun Oct 16 02:46:29 +0000 2016","","",0,"RT @Blk_Voice: Today we honor these 26 black women who died in police custody. #BlackLivesMatter   Darnesha Harris https://t.co/XdaK1OyO1T",8,2016-10-16 02:46:29,2016-10-16
"51458",51458,3,647962887122743296,"Karmaclay","Sun Sep 27 02:36:05 +0000 2015","","",0,"RT @AndrayDomise: Musical Flashmob just broke out at the intersection of Queen &amp; Spadina #TakeBackTheNight #BlackLivesMatter http://t.co/HI…",3,2015-09-27 02:36:05,2015-09-27
"48328",48328,3,637755476906610688,"tradethecycles","Sat Aug 29 22:35:29 +0000 2015","","",0,"RT @atkinastarling: @CharlieDaniels A disturbed &amp; perverted world. #blacklivesmatter promoting this http://t.co/6BkHZaCnCZ” This is chillin…",3,2015-08-29 22:35:29,2015-08-29
"70749",70749,5,740376397936504832,"jala_leb","Wed Jun 08 02:54:23 +0000 2016","","",0,"Muslim man knocked off bike, attacked outside Queens mosque: NYPD https://t.co/q6yjz0NCLg via @pix11news",5,2016-06-08 02:54:23,2016-06-08
"26257",26257,2,549976541770575872,"compassoftime","Tue Dec 30 17:13:20 +0000 2014","","",0,"This about making sure a man had his day in court ALIVE #EricGarner #GiftsForLeBron",2,2014-12-30 17:13:20,2014-12-30
"78307",78307,6,753724256391983104,"lmaogtfo_","Thu Jul 14 22:54:00 +0000 2016","","",0,"RT @TrayneshaCole: let's make this viral brothers and sisters!Those racist scums in #SanAntonio gotta get the revange #BlackLivesMatter htt…",6,2016-07-14 22:54:00,2016-07-14
"90137",90137,7,778393241754402816,"NYCityAlerts","Wed Sep 21 00:39:45 +0000 2016","","",0,"Manhattan: East 35 St &amp; 2nd Ave. NYPD vehicle involved in an accident with injuries. Requesting @NYPDSpecialops and EMS.",7,2016-09-21 00:39:45,2016-09-21
"17740",17740,1,694567072710266880,"Kilameri1","Tue Feb 02 17:04:29 +0000 2016","","",0,"""The AmeriKKKan people know that this country was based on &amp; is about fairness""   Bernie Sanders  Yeah, agree to disagree. #BlackLivesMatter",1,2016-02-02 17:04:29,2016-02-02
"33371",33371,2,546885856494383104,"puffdaddyesq","Mon Dec 22 04:32:03 +0000 2014","","",0,"RT @AnnCoulter: I.e., You’re doing an amazing job, NYPD, so change everything!",2,2014-12-22 04:32:03,2014-12-22
"82793",82793,6,754468029539508224,"Zahraaa_Jah","Sun Jul 17 00:09:30 +0000 2016","","",0,"RT @Miss_Amn: Il y a : -l'attentat de Nice -les turcs thug -Theresa May et le Brexit -BlackLivesMatter -APE yi Ngueni débat ci 700mil ?  Wa…",6,2016-07-17 00:09:30,2016-07-17
"65832",65832,5,751059779326541824,"BaneleDaPoet","Thu Jul 07 14:26:20 +0000 2016","","",0,"Will We Ever Be Actually ""Free"" ??  #BlackLivesMatter",5,2016-07-07 14:26:20,2016-07-07
"30890",30890,2,587338723563454464,"_olianga_","Sun Apr 12 19:37:18 +0000 2015","","",0,"RT @Independent: Simpsons turn black in powerful Walter Scott shooting response #BlackLivesMatter http://t.co/w1BnyZFW4F http://t.co/fSTxMw…",2,2015-04-12 19:37:18,2015-04-12
"88941",88941,7,756296266770948096,"jennbcoulter","Fri Jul 22 01:14:15 +0000 2016","","",0,"WTH @WNBA?:  WNBA fines players for wearing shirts to honor recent shooting victims https://t.co/qmjepJYohK #blacklivesmatter",7,2016-07-22 01:14:15,2016-07-22
"27568",27568,2,551905036901445632,"Grantski_36","Mon Jan 05 00:56:29 +0000 2015","","",0,"RT @Jswagg561: FREE #ICantBreathe Tshirts,available :http://t.co/LbtOWnicVE #EricGarner #NYPD",2,2015-01-05 00:56:29,2015-01-05
"67980",67980,5,750928793527812096,"juwairihya","Thu Jul 07 05:45:50 +0000 2016","","",0,"RT @YaraShahidi: #blacklivesmatter https://t.co/sm9PDbKElb",5,2016-07-07 05:45:50,2016-07-07
"11212",11212,1,540460893809958912,"cebrowner","Thu Dec 04 11:01:33 +0000 2014","","",0,"#ICantBreathe",1,2014-12-04 11:01:33,2014-12-04
"54811",54811,3,624311959609970688,"Irvinlee","Thu Jul 23 20:15:44 +0000 2015","","",0,"RT @onlyoneslim_: this is why #BlackLivesMatter  https://t.co/4N2dO3gCzt",3,2015-07-23 20:15:44,2015-07-23
"26406",26406,2,550329326407655424,"adbridgeforth","Wed Dec 31 16:35:10 +0000 2014","","",0,"WE DON'T HATE COPS... WE HATE KILLER COPS!! @Ireland0828: @debdlund @DanteB4u http://t.co/YheHe50foA #BlackLivesMatter #ICantBreathe",2,2014-12-31 16:35:10,2014-12-31
"66681",66681,5,736644918978990080,"Indra_Persaud","Sat May 28 19:46:49 +0000 2016","","",0,"RT @AshAgony: #ByeKen chant at #Justice4Akai March right outside Ken Thompson's block! #AkaiGurley #BlackLivesMatter https://t.co/9XFLeIpc0r",5,2016-05-28 19:46:49,2016-05-28
"21317",21317,1,681660937602895872,"ItsMMR29","Tue Dec 29 02:20:06 +0000 2015","","",0,"I've seen it all now  https://t.co/b7O06PmV0G",1,2015-12-29 02:20:06,2015-12-29
"9474",9474,1,540558132238630912,"jada_russel","Thu Dec 04 17:27:56 +0000 2014","","",0,"RT @Zendaya: Wow....my heart goes out to the family of #EricGarner 🙏 #WeCantBreathe http://t.co/xKqBHFqmDR",1,2014-12-04 17:27:56,2014-12-04
"55761",55761,3,630196476560457728,"Sea_Bunker","Sun Aug 09 01:58:43 +0000 2015","","",0,"@allisonkilkenny would you consider for 1 sec the connection between Clinton $ and #BlackLivesMatter at this point? https://t.co/hFojl4quNy",3,2015-08-09 01:58:43,2015-08-09
"34632",34632,2,574368778605096960,"CharlieHackett8","Sun Mar 08 00:39:22 +0000 2015","","",0,"@TheDemocrats @demunderground @DemocratHashtag @PressSec @thehill @FLOTUS @HillaryClinton #Selma #BlackLivesMatter http://t.co/S3HMeqUrc0",2,2015-03-08 00:39:22,2015-03-08
"76271",76271,6,752130593140383744,"camillealiciax","Sun Jul 10 13:21:21 +0000 2016","","",0,"RT @debbiedaressyou: They don't really care about us #blacklivesmatter #blacklivesmatterlondon 🇬🇧❤️ https://t.co/oq8pUbvwhY",6,2016-07-10 13:21:21,2016-07-10
"58419",58419,4,659463410015449088,"0MeetPTFqj3TzNZ","Wed Oct 28 20:15:03 +0000 2015","","",0,"Slain NYPD cop to receive posthumous promotion at funeral https://t.co/zKmQjDERMg",4,2015-10-28 20:15:03,2015-10-28
"62267",62267,5,751078729644908544,"proudinahj","Thu Jul 07 15:41:38 +0000 2016","","",0,"RT @NormaniKordei: #BlackLivesMatter #BlackLivesMatter  #AltonSterling #PhilandoCastile 🙌🏾 https://t.co/9Tu6eGdjOK",5,2016-07-07 15:41:38,2016-07-07
"84612",84612,7,760512709142118400,"lucky_american","Tue Aug 02 16:28:54 +0000 2016","","",0,"RT @JudgeJeanine: Word is NYPD Cmsr. Bill Bratton is quitting.  Is it because @BilldeBlasio is too anti-cop, or just plain crooked?   https…",7,2016-08-02 16:28:54,2016-08-02
"46528",46528,3,611582928020209664,"Tayluhh_","Thu Jun 18 17:15:07 +0000 2015","","",0,"#PrayForPeace #PrayForJustice #BlackLivesMatter 🙏",3,2015-06-18 17:15:07,2015-06-18
"28380",28380,2,553187442518671360,"TheTechn0sexual","Thu Jan 08 13:52:18 +0000 2015","","",0,"Tragic &lt; ---► Lawyers, bail bondsmen say #NYPD arrest slowdown cutting into their business http://t.co/7Ynvk2MuMa",2,2015-01-08 13:52:18,2015-01-08
"47157",47157,3,630914577882984448,"Art_ticulated","Tue Aug 11 01:32:11 +0000 2015","","",0,"RT @TAWood3: Just donated to @ophelporhush http://t.co/sduXu7cfvK  #OperationHelporHush #BlackLivesMatter",3,2015-08-11 01:32:11,2015-08-11
"59537",59537,5,725130485643382784,"DaHomieNick","Wed Apr 27 01:12:34 +0000 2016","","",0,"So pseudo progressive Hillary Clinton isnt letting ppl into her rally who wear #BlackLivesMatter tees? Oh. Just cast our vote &amp; be out #Lulz",5,2016-04-27 01:12:34,2016-04-27
"52511",52511,3,642389785303191552,"vjajanssen1982","Fri Sep 11 17:30:34 +0000 2015","","",0,"RT @VinceMcMahon: #NeverForget http://t.co/FiQ6nPKqRE",3,2015-09-11 17:30:34,2015-09-11
"23223",23223,1,680958456858329088,"PoliticalAnt","Sun Dec 27 03:48:42 +0000 2015","","",0,"11 Big Accomplishments Black Activists Achieved In 2015 - https://t.co/W3LYFY4pxc #BlackLivesMatter",1,2015-12-27 03:48:42,2015-12-27
"3337",3337,1,546715319826251776,"KatCapps","Sun Dec 21 17:14:24 +0000 2014","","",0,"RT @igorvolsky: Wow, Fox has already made a super-cut of Sharpton, Holder, Obama calling for reforms to justice system. Implying they inspi…",1,2014-12-21 17:14:24,2014-12-21
"20913",20913,1,703779675361775616,"GerardoWadud","Sun Feb 28 03:12:04 +0000 2016","","",0,"RT @NewsBreaksLive: #Black #Milwaukee Sheriff Takes on #BlackLivesMatter Movement https://t.co/gKLIxKNewv",1,2016-02-28 03:12:04,2016-02-28
"28188",28188,2,552529171042537472,"MidCityTim","Tue Jan 06 18:16:34 +0000 2015","","",0,"RT @NYCityAlerts: BREAKING UPDATE: NYPD confirms both suspects wanted for shooting 2 Police officers are in custody. http://t.co/R0URGLt5ZC",2,2015-01-06 18:16:34,2015-01-06
"41211",41211,2,577180673997418496,"one_in_herself","Sun Mar 15 18:52:50 +0000 2015","","",0,"RT @MarcSeville: I have never witnessed so many children in tears.  #AnthonyHill #blacklivesmatter #atl http://t.co/S9xDGCAvLS",2,2015-03-15 18:52:50,2015-03-15
"94529",94529,8,779462360805347328,"AshAgony","Fri Sep 23 23:28:03 +0000 2016","","",0,"Georgia cop charged with making up story about Black man shooting her: https://t.co/Mkp0hLX3oR #CopsLie #ACAB… https://t.co/W6OHjiXAHm",8,2016-09-23 23:28:03,2016-09-23
"77269",77269,6,753032066980278272,"TheOnlyG__","Wed Jul 13 01:03:30 +0000 2016","","",0,"RT @Greenguy_Tezzo: I'm jus a young African American trying to make a change in my community #BlackLivesMatter✊🏽✊🏾✊🏿 https://t.co/ORWIFZJa3V",6,2016-07-13 01:03:30,2016-07-13
"2679",2679,1,544194268848750592,"ItSandyJJ","Sun Dec 14 18:16:38 +0000 2014","","",0,"RT @BrianDominick: DEAR WHITE PROTESTERS… THIS all day every day. #BlackLivesMatter [#AllLivesMatter=STFU] http://t.co/3g3mv2SBco",1,2014-12-14 18:16:38,2014-12-14
"91486",91486,7,778275990007078912,"_NYruc","Tue Sep 20 16:53:50 +0000 2016","","",0,"If you don't see the problem, you ARE the problem. #Blacklivesmatter #TerenceCrutcher",7,2016-09-20 16:53:50,2016-09-20
"47869",47869,3,646055844140875776,"PositivelyJoan","Mon Sep 21 20:18:11 +0000 2015","","",0,"Talkn both sides mouth? Hillary sez time 2 end era of mass incarceration? Prison fundraisers? http://t.co/zJzFpPhgGM #BlackLivesMatter #BLM",3,2015-09-21 20:18:11,2015-09-21
"25906",25906,2,574108999752228864,"SophiaLamar1","Sat Mar 07 07:27:06 +0000 2015","","",0,"RT @OccupyWallStNYC: All our love and solidarity to the friends and family of #TonyRobinson. #BlackLivesMatter",2,2015-03-07 07:27:06,2015-03-07
"38109",38109,2,566842201045741568,"jjota_be","Sun Feb 15 06:11:26 +0000 2015","","",0,"RT @justinbieber: #NYPD http://t.co/OCPlgBWdQS",2,2015-02-15 06:11:26,2015-02-15
"34021",34021,2,555548096029945856,"tiggernbs","Thu Jan 15 02:12:42 +0000 2015","","",0,"RT @Ellen1030: @OpICantBreathe - there are too many names, too many lives- gone. THIS HAS TO STOP. #BlackLivesMatter #ICantBreathe #WAKEUP",2,2015-01-15 02:12:42,2015-01-15
"43954",43954,3,624071856409018368,"VinnieValx","Thu Jul 23 04:21:39 +0000 2015","","",0,"this is disgusting.  https://t.co/6kPRH1W88E",3,2015-07-23 04:21:39,2015-07-23
"81449",81449,6,752131827196911616,"Queen_Asia821","Sun Jul 10 13:26:16 +0000 2016","","",0,"RT @CallMePetty: Stop calling #BlackLivesMatter a hate group ✌🏽️ https://t.co/7MfKW67rcg",6,2016-07-10 13:26:16,2016-07-10
"2829",2829,1,692692011275673600,"feris8vi","Thu Jan 28 12:53:39 +0000 2016","","",0,"RT @TalbertSwan: ATTENTION: Just in from the CDC, Sex with Black people DOES NOT cure RACISM! #BlackLivesMatter https://t.co/JEXqJlnvCx",1,2016-01-28 12:53:39,2016-01-28
"62882",62882,5,722169170494775296,"NightShade10","Mon Apr 18 21:05:22 +0000 2016","","",0,"#BlackLivesMatter #NativeLivesMatter  https://t.co/er6dtSa5v1",5,2016-04-18 21:05:22,2016-04-18
"23202",23202,1,542210531575070720,"rarianrakista","Tue Dec 09 06:53:59 +0000 2014","","",0,"RT @KCASTLE1990: Please RT!!! NYPD attacks PEACEFUL PROTESTORS: http://t.co/N1r2Xn80Vc #ICantBreathe #EricGarner #AkaiGurley #TamirRice #be…",1,2014-12-09 06:53:59,2014-12-09
"65673",65673,5,749741567917842432,"BeaBia2015","Sun Jul 03 23:08:13 +0000 2016","","",0,"RT @edjsandoval: Friends of the #CentralPark victim say the blast came out of nowhere. @NYDailyNews Most of park remains open. #NYPD https:…",5,2016-07-03 23:08:13,2016-07-03
"68161",68161,5,751075055594070016,"ellaneiwert","Thu Jul 07 15:27:02 +0000 2016","","",0,"RT @tumblr: #BlackLivesMatter https://t.co/edHDiQBfAG (🎨: @PhoebeWahl) https://t.co/tJd32BV9j8",5,2016-07-07 15:27:02,2016-07-07
"76376",76376,6,752608381530243072,"Dragontalesjzi","Mon Jul 11 20:59:55 +0000 2016","","",0,"RT @HOUmanized: Dedicated to all the lives that have been &amp; will be stolen by police ""Last Moments"" x Autumn Rain #BlackLivesMatter https:/…",6,2016-07-11 20:59:55,2016-07-11
"19952",19952,1,694331104887738368,"AshAgony","Tue Feb 02 01:26:50 +0000 2016","","",0,"#NYC: #PeoplesMonday in front of #RamarleyGraham's house reading the facts on how #NYPD killed him 4yrs ago. https://t.co/66RuRjEWJh",1,2016-02-02 01:26:50,2016-02-02
"96219",96219,8,785576091532480512,"arvani01","Mon Oct 10 20:21:50 +0000 2016","","",0,"RT @PrisonPlanet: Why is Hillary's security assaulting black people at her rallies? #BlackLivesMatter https://t.co/cM45L2g4iP",8,2016-10-10 20:21:50,2016-10-10
"19790",19790,1,540360025479606272,"hainskibreaker","Thu Dec 04 04:20:44 +0000 2014","","",0,"RT @TheObamaCat: I kept on asking my young brothers to stay calm, to resist rage.  I can no longer ask them to do that.   #EricGarner http:…",1,2014-12-04 04:20:44,2014-12-04
"37839",37839,2,595199699969286144,"cloxdnine","Mon May 04 12:14:01 +0000 2015","","",0,"RT @DiamondCrownz: 🔳 #BLACKLIVESMATTER 🔳  Support 👉 http://t.co/rqwnLoIPnA http://t.co/YH3DHBhRee",2,2015-05-04 12:14:01,2015-05-04
"49231",49231,3,634389316777541632,"LexyWro","Thu Aug 20 15:39:34 +0000 2015","","",0,"RT @BeuermanAsd: #CDCwhistleblower proves #CDCcoverup #blacklivesmatter .@Oprah @BenSwann_ Demand to be heard!  NO #SB277 @JerryBrownGov @B…",3,2015-08-20 15:39:34,2015-08-20
"26440",26440,2,596272747279441920,"STONERZOU","Thu May 07 11:17:55 +0000 2015","","",0,"@GAYLlNSON because they're afraid to talk about something more controversial like the riots or blacklivesmatter or anything :)",2,2015-05-07 11:17:55,2015-05-07
"19049",19049,1,715932100071985152,"NXTXLIE__","Fri Apr 01 16:01:28 +0000 2016","","",0,"RT @feminismvibes: I will not stop saying #blacklivesmatter until I stop seeing headlines like this  https://t.co/LON0s6Zjmk",1,2016-04-01 16:01:28,2016-04-01
"99764",99764,8,780984595957198848,"PrincessTati_x","Wed Sep 28 04:16:52 +0000 2016","","",0,"RT @BleepThePolice: Wow. Hadn't thought of it that way but that's exactly what is happening. So true. #BlackLivesMatter https://t.co/ACxots…",8,2016-09-28 04:16:52,2016-09-28
"40360",40360,2,557890752832086016,"G33kGrrly","Wed Jan 21 13:21:35 +0000 2015","","",0,"RT @carolynfriedhof: Where's the black emoji? 👫👪👬👭👲👳👮👷💂 #BlackLivesMatter @nvlevy @deray",2,2015-01-21 13:21:35,2015-01-21
"44366",44366,3,636080573950369792,"1d_cl","Tue Aug 25 07:40:01 +0000 2015","","",0,"RT @arcticanwxar: never undermine the #BlackLivesMatter movement by countering it with #AllLivesMatter bullshit. don't do that.",3,2015-08-25 07:40:01,2015-08-25
